#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
mgtE	pepP	295358.mhp485	295358.mhp680	0.475	0	0	0	0.072	0	0	0	0.491
mgtE	ptsH	295358.mhp485	295358.mhp628	0.475	0	0	0	0	0	0	0	0.475
mgtE	mhp486	295358.mhp485	295358.mhp486	0.919	0	0	0	0	0	0	0	0.919
mhp005	rlmH	295358.mhp005	295358.mhp004	0.832	0	0	0	0	0	0	0	0.832
mhp005	mhp009	295358.mhp005	295358.mhp009	0.624	0	0	0	0	0	0	0	0.624
mhp005	mhp006	295358.mhp005	295358.mhp006	0.845	0	0.785	0.849	0	0	0.800	0	0.971
mhp006	rlmH	295358.mhp006	295358.mhp004	0.832	0	0	0	0	0	0	0	0.832
mhp006	mhp009	295358.mhp006	295358.mhp009	0.624	0	0	0	0	0	0	0	0.624
mhp009	serS	295358.mhp009	295358.mhp128	0.494	0	0	0	0	0	0	0	0.493
mhp009	parC	295358.mhp009	295358.mhp034	0.522	0	0	0	0	0	0	0	0.522
mhp009	nagB	295358.mhp009	295358.mhp591	0.490	0	0	0	0	0.125	0	0	0.534
mhp009	mhp634	295358.mhp009	295358.mhp634	0.542	0	0	0	0	0	0	0	0.542
mhp009	rpmE	295358.mhp009	295358.mhp455	0.545	0	0	0	0	0	0	0	0.545
mhp009	topA	295358.mhp009	295358.mhp097	0.425	0	0.156	0	0.055	0	0	0	0.501
mhp009	nifS	295358.mhp009	295358.mhp217	0.550	0	0	0	0	0	0	0	0.550
mhp009	rpl23	295358.mhp009	295358.mhp189	0.536	0	0	0	0.074	0	0	0	0.551
mhp009	tmk	295358.mhp009	295358.mhp120	0.560	0	0	0	0	0	0	0	0.560
mhp009	ung	295358.mhp009	295358.mhp251	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp652	295358.mhp009	295358.mhp652	0.560	0	0	0	0	0	0	0	0.560
mhp009	rplS	295358.mhp009	295358.mhp096	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp067	295358.mhp009	295358.mhp067	0.560	0	0	0	0	0	0	0	0.560
mhp009	pheT	295358.mhp009	295358.mhp105	0.560	0	0	0	0	0	0	0	0.560
mhp009	pcrA	295358.mhp009	295358.mhp418	0.560	0	0	0	0	0	0	0	0.560
mhp009	trmB	295358.mhp009	295358.mhp463	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp554	295358.mhp009	295358.mhp554	0.560	0	0	0	0	0	0	0	0.560
mhp009	uvrA	295358.mhp009	295358.mhp288	0.560	0	0	0	0	0	0	0	0.560
mhp009	spoU	295358.mhp009	295358.mhp238	0.560	0	0	0	0	0	0	0	0.560
mhp009	pgiB	295358.mhp009	295358.mhp548	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp228	295358.mhp009	295358.mhp228	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp653	295358.mhp009	295358.mhp653	0.560	0	0	0	0	0	0	0	0.560
mhp009	nadD	295358.mhp009	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp009	rsmE	295358.mhp009	295358.mhp181	0.560	0	0	0	0	0	0	0	0.560
mhp009	pta	295358.mhp009	295358.mhp506	0.560	0	0	0	0	0	0	0	0.560
mhp009	trmD	295358.mhp009	295358.mhp095	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp611	295358.mhp009	295358.mhp611	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp660	295358.mhp009	295358.mhp660	0.560	0	0	0	0	0	0	0	0.560
mhp009	rnhB	295358.mhp009	295358.mhp613	0.560	0	0	0	0	0	0	0	0.560
mhp009	rpl27	295358.mhp009	295358.mhp249	0.560	0	0	0	0	0	0	0	0.560
mhp009	ribF	295358.mhp009	295358.mhp102	0.560	0	0	0	0	0	0	0	0.560
mhp009	polA	295358.mhp009	295358.mhp598	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp179	295358.mhp009	295358.mhp179	0.560	0	0	0	0.073	0	0	0	0.574
mhp009	rpsT	295358.mhp009	295358.mhp135	0.560	0	0	0	0.072	0	0	0	0.574
mhp009	rpl21	295358.mhp009	295358.mhp250	0.560	0	0	0	0.074	0	0	0	0.575
mhp009	rps10	295358.mhp009	295358.mhp186	0.560	0	0	0	0.077	0	0	0	0.576
mhp009	mhp216	295358.mhp009	295358.mhp216	0.560	0	0	0	0	0	0	0	0.560
mhp009	mhp473	295358.mhp009	295358.mhp473	0.560	0	0	0	0.073	0	0	0	0.574
mhp009	rpl28	295358.mhp009	295358.mhp259	0.560	0	0	0	0.074	0	0	0	0.575
mhp009	truB	295358.mhp009	295358.mhp104	0.560	0	0	0	0.089	0	0	0	0.582
mhp009	mhp220	295358.mhp009	295358.mhp220	0.560	0	0	0	0	0	0	0	0.560
mhp009	rps15	295358.mhp009	295358.mhp276	0.560	0	0	0	0.089	0	0	0	0.582
mhp009	nagA	295358.mhp009	295358.mhp588	0.560	0	0	0	0	0.125	0	0	0.598
mhp009	mhp127	295358.mhp009	295358.mhp127	0.535	0	0	0	0.074	0	0	0	0.551
mhp009	rsmI	295358.mhp009	295358.mhp118	0.560	0	0	0	0.073	0.125	0	0	0.611
mhp009	mhp674	295358.mhp009	295358.mhp674	0.560	0	0.162	0	0	0	0	0	0.615
mhp009	psgA	295358.mhp009	295358.mhp099	0.560	0	0	0	0.073	0	0	0	0.574
mhp009	tsf	295358.mhp009	295358.mhp059	0.560	0	0	0	0.072	0.141	0	0	0.618
mhp009	trmU	295358.mhp009	295358.mhp433	0.560	0	0	0	0.089	0.125	0	0	0.618
mhp009	uvrC	295358.mhp009	295358.mhp070	0.560	0	0	0	0.074	0	0	0	0.575
mhp009	secD	295358.mhp009	295358.mhp139	0.560	0	0	0	0.108	0	0	0	0.590
mhp009	mhp028	295358.mhp009	295358.mhp028	0.542	0	0	0	0.052	0	0	0	0.547
mhp009	nadE	295358.mhp009	295358.mhp471	0.560	0	0	0	0.102	0.125	0	0	0.624
mhp009	rpl4	295358.mhp009	295358.mhp188	0.560	0	0	0	0.105	0.125	0	0	0.625
mhp009	mhp013	295358.mhp009	295358.mhp013	0.625	0	0	0	0	0	0	0	0.625
mhp009	mhp215	295358.mhp009	295358.mhp215	0.560	0	0	0	0.188	0	0	0	0.627
mhp009	pdhD	295358.mhp009	295358.mhp504	0.460	0	0	0	0.072	0.128	0	0	0.524
mhp009	rpoC	295358.mhp009	295358.mhp635	0.080	0	0	0	0	0.655	0	0	0.669
mhp009	mhp234	295358.mhp009	295358.mhp234	0.560	0	0	0	0.109	0	0	0	0.591
mhp009	pyrH	295358.mhp009	295358.mhp552	0.560	0	0.243	0	0.064	0.141	0	0	0.696
mhp009	tig	295358.mhp009	295358.mhp233	0.560	0	0.361	0	0.074	0	0	0	0.716
mhp009	pdhB	295358.mhp009	295358.mhp264	0.097	0	0	0	0	0.734	0	0	0.749
mhp009	tktA	295358.mhp009	295358.mhp431	0.095	0	0	0	0	0.734	0	0	0.748
mhp009	rpoB	295358.mhp009	295358.mhp636	0.079	0	0	0	0	0.734	0	0	0.744
mhp009	rpoA	295358.mhp009	295358.mhp213	0.139	0	0	0	0	0.734	0	0	0.761
mhp009	rpsB	295358.mhp009	295358.mhp058	0.177	0	0	0	0	0.734	0	0	0.771
mhp009	rps3	295358.mhp009	295358.mhp194	0.159	0	0	0	0.086	0.734	0	0	0.777
mhp009	secA	295358.mhp009	295358.mhp295	0.145	0	0	0	0	0.736	0	0	0.764
mhp009	pgk	295358.mhp009	295358.mhp488	0.138	0	0	0	0.089	0.734	0	0	0.772
mhp009	tuf	295358.mhp009	295358.mhp540	0.193	0	0	0	0.102	0.734	0	0	0.790
mhp009	valS	295358.mhp009	295358.mhp694	0.374	0	0	0	0	0.734	0	0	0.826
mhp009	nusA	295358.mhp009	295358.mhp603	0.520	0	0	0	0.044	0.734	0	0	0.867
mhp009	pdhA	295358.mhp009	295358.mhp265	0.560	0	0	0	0	0.734	0	0	0.877
mhp009	rpl3	295358.mhp009	295358.mhp187	0.540	0	0	0	0.104	0.734	0	0	0.880
mhp009	mhp589	295358.mhp009	295358.mhp589	0.560	0	0	0	0.073	0.702	0	0	0.867
mhp009	mhp287	295358.mhp009	295358.mhp287	0.138	0	0.785	0.595	0.073	0	0.800	0	0.880
mhp009	nusG	295358.mhp009	295358.mhp657	0.097	0	0.164	0	0.055	0.920	0	0	0.935
mhp009	recA	295358.mhp009	295358.mhp041	0.560	0	0	0	0	0.925	0	0	0.965
mhp009	trxB	295358.mhp009	295358.mhp281	0.560	0	0	0	0.073	0.977	0	0	0.989
mhp028	mhp394	295358.mhp028	295358.mhp394	0.475	0	0	0	0	0	0	0	0.475
mhp028	mhp130	295358.mhp028	295358.mhp130	0.475	0	0	0	0	0	0	0	0.475
mhp028	smpB	295358.mhp028	295358.mhp110	0.475	0	0	0	0	0	0	0	0.475
mhp028	rnhB	295358.mhp028	295358.mhp613	0.475	0	0	0	0	0	0	0	0.475
mhp028	trmD	295358.mhp028	295358.mhp095	0.475	0	0	0	0	0	0	0	0.475
mhp028	mhp227	295358.mhp028	295358.mhp227	0.475	0	0	0	0.072	0	0	0	0.491
mhp028	pyrH	295358.mhp028	295358.mhp552	0.475	0	0	0	0.075	0	0	0	0.493
mhp028	truB	295358.mhp028	295358.mhp104	0.475	0	0	0	0.074	0	0	0	0.493
mhp028	mhp294	295358.mhp028	295358.mhp294	0.475	0	0	0	0.075	0	0	0	0.493
mhp028	rplS	295358.mhp028	295358.mhp096	0.475	0	0	0	0.092	0	0	0	0.502
mhp028	rpsP	295358.mhp028	295358.mhp094	0.475	0	0	0	0.108	0	0	0	0.511
mhp028	mhp594	295358.mhp028	295358.mhp594	0.475	0	0	0	0	0	0	0	0.475
mhp028	ung	295358.mhp028	295358.mhp251	0.475	0	0	0	0.115	0	0	0	0.515
mhp028	topA	295358.mhp028	295358.mhp097	0.475	0	0	0	0.108	0	0	0	0.511
mhp028	mhp586	295358.mhp028	295358.mhp586	0.475	0	0	0	0.075	0	0	0	0.493
mhp028	rnc	295358.mhp028	295358.mhp412	0.475	0	0	0	0.098	0	0	0	0.506
mhp028	pepA	295358.mhp028	295358.mhp462	0.475	0	0	0	0	0	0	0	0.475
mhp028	secD	295358.mhp028	295358.mhp139	0.560	0	0	0	0.113	0	0	0	0.593
mhp047	recA	295358.mhp047	295358.mhp041	0.560	0	0	0	0.105	0.505	0.852	0	0.967
mhp047	obg	295358.mhp047	295358.mhp043	0.447	0	0	0	0	0	0	0	0.447
mhp047	rpoA	295358.mhp047	295358.mhp213	0	0	0	0	0.073	0	0.385	0	0.405
mhp047	mhp216	295358.mhp047	295358.mhp216	0.475	0	0	0	0	0	0	0	0.475
mhp047	rpoB	295358.mhp047	295358.mhp636	0.080	0	0	0	0	0	0.385	0	0.410
mhp047	nifS	295358.mhp047	295358.mhp217	0.523	0	0	0	0	0	0	0	0.523
mhp047	mhp220	295358.mhp047	295358.mhp220	0.511	0	0	0	0.072	0	0	0	0.526
mhp047	mhp215	295358.mhp047	295358.mhp215	0.523	0	0	0	0.075	0	0	0	0.539
mhp047	secD	295358.mhp047	295358.mhp139	0.560	0	0	0	0	0	0	0	0.560
mhp047	pheT	295358.mhp047	295358.mhp105	0.560	0	0	0	0	0	0	0	0.560
mhp047	nadD	295358.mhp047	295358.mhp474	0.560	0	0	0	0.072	0	0	0	0.574
mhp047	nfo	295358.mhp047	295358.mhp065	0.576	0	0	0	0.075	0.126	0	0	0.627
mhp047	mhp611	295358.mhp047	295358.mhp611	0.179	0	0	0	0.072	0	0.851	0	0.876
mhp047	mhp331	295358.mhp047	295358.mhp331	0.097	0	0	0	0.103	0.127	0.852	0	0.881
mhp047	mhp067	295358.mhp047	295358.mhp067	0.209	0	0	0	0.072	0	0.851	0	0.881
mhp047	topA	295358.mhp047	295358.mhp097	0.101	0	0	0	0.109	0	0.852	0	0.871
mhp047	polA	295358.mhp047	295358.mhp598	0.079	0	0	0	0.107	0.127	0.852	0	0.879
mhp064	rpsB	295358.mhp064	295358.mhp058	0.536	0	0	0	0	0	0	0	0.536
mhp064	tsf	295358.mhp064	295358.mhp059	0.566	0	0	0	0	0	0	0	0.566
mhp064	rpoD	295358.mhp064	295358.mhp063	0.919	0	0	0	0	0	0	0	0.919
mhp064	mhp653	295358.mhp064	295358.mhp653	0.475	0	0	0	0	0	0	0	0.475
mhp064	mhp215	295358.mhp064	295358.mhp215	0.475	0	0	0	0	0	0	0	0.475
mhp064	mhp586	295358.mhp064	295358.mhp586	0.475	0	0	0	0	0	0	0	0.475
mhp064	ybeY	295358.mhp064	295358.mhp224	0.475	0	0	0	0	0	0	0	0.475
mhp064	mhp654	295358.mhp064	295358.mhp654	0.475	0	0	0	0	0	0	0	0.475
mhp064	tmk	295358.mhp064	295358.mhp120	0.475	0	0	0	0	0	0	0	0.475
mhp064	mhp227	295358.mhp064	295358.mhp227	0.475	0	0	0	0	0	0	0	0.475
mhp064	trpS	295358.mhp064	295358.mhp609	0.475	0	0	0	0.100	0	0	0	0.507
mhp064	mhp652	295358.mhp064	295358.mhp652	0.475	0	0	0	0.105	0	0	0	0.510
mhp064	mhp611	295358.mhp064	295358.mhp611	0.560	0	0	0	0	0	0	0	0.560
mhp064	tilS	295358.mhp064	295358.mhp176	0.475	0	0	0	0.110	0	0	0	0.512
mhp064	mhp067	295358.mhp064	295358.mhp067	0.615	0	0	0	0	0	0	0	0.615
mhp064	pheT	295358.mhp064	295358.mhp105	0.560	0	0	0	0.115	0.124	0	0	0.629
mhp064	pyk	295358.mhp064	295358.mhp255	0.096	0	0	0	0.094	0	0.800	0	0.821
mhp064	tyrS	295358.mhp064	295358.mhp066	0.828	0	0	0	0.113	0	0	0	0.841
mhp064	nfo	295358.mhp064	295358.mhp065	0.872	0	0	0	0	0	0	0	0.872
mhp067	recA	295358.mhp067	295358.mhp041	0.211	0	0	0	0.149	0.128	0.850	0	0.900
mhp067	rpsB	295358.mhp067	295358.mhp058	0.383	0	0	0	0.086	0	0.479	0	0.680
mhp067	tsf	295358.mhp067	295358.mhp059	0.421	0	0	0	0.072	0	0	0	0.440
mhp067	rpoD	295358.mhp067	295358.mhp063	0.631	0	0	0	0.073	0.125	0	0	0.675
mhp067	nfo	295358.mhp067	295358.mhp065	0.609	0	0	0	0.072	0	0	0	0.621
mhp067	tyrS	295358.mhp067	295358.mhp066	0.643	0	0	0	0	0.126	0	0	0.675
mhp067	rpl2	295358.mhp067	295358.mhp190	0.095	0	0	0	0.072	0	0.416	0	0.466
mhp067	rps14	295358.mhp067	295358.mhp201	0.096	0	0	0	0.072	0	0.416	0	0.467
mhp067	mhp644	295358.mhp067	295358.mhp644	0.094	0	0	0	0.074	0.125	0.385	0	0.488
mhp067	pr1	295358.mhp067	295358.mhp643	0.094	0	0	0	0.074	0.125	0.385	0	0.488
mhp067	mhp648	295358.mhp067	295358.mhp648	0.094	0	0	0	0.074	0.125	0.385	0	0.488
mhp067	mhp649	295358.mhp067	295358.mhp649	0.094	0	0	0	0.074	0.125	0.385	0	0.488
mhp067	pr2	295358.mhp067	295358.mhp686	0.094	0	0	0	0.074	0.125	0.385	0	0.488
mhp067	rplA	295358.mhp067	295358.mhp458	0.079	0	0	0	0	0	0.479	0	0.499
mhp067	rps10	295358.mhp067	295358.mhp186	0.084	0	0	0	0.074	0.129	0.416	0	0.510
mhp067	mhp234	295358.mhp067	295358.mhp234	0.511	0	0	0	0	0	0	0	0.511
mhp067	rps11	295358.mhp067	295358.mhp212	0.095	0	0	0	0.073	0.128	0.416	0	0.515
mhp067	rpl24	295358.mhp067	295358.mhp199	0.096	0	0	0	0.054	0	0.479	0	0.515
mhp067	rps5	295358.mhp067	295358.mhp205	0.097	0	0	0	0.074	0.126	0.416	0	0.516
mhp067	rpl4	295358.mhp067	295358.mhp188	0.081	0	0	0	0.072	0	0.479	0	0.516
mhp067	rpl14	295358.mhp067	295358.mhp198	0.096	0	0	0	0.072	0	0.479	0	0.524
mhp067	rps17	295358.mhp067	295358.mhp197	0.096	0	0	0	0.074	0	0.479	0	0.525
mhp067	recR	295358.mhp067	295358.mhp121	0.529	0	0	0	0	0	0	0	0.529
mhp067	rplK	295358.mhp067	295358.mhp459	0.078	0	0	0	0.072	0	0.479	0	0.515
mhp067	mhp375	295358.mhp067	295358.mhp375	0.529	0	0	0	0	0	0	0	0.529
mhp067	mhp602	295358.mhp067	295358.mhp602	0.555	0	0	0	0	0	0	0	0.555
mhp067	pgk	295358.mhp067	295358.mhp488	0.497	0	0	0	0.073	0.126	0	0	0.556
mhp067	mhp122	295358.mhp067	295358.mhp122	0.560	0	0	0	0	0	0	0	0.560
mhp067	mhp662	295358.mhp067	295358.mhp662	0.560	0	0	0	0	0	0	0	0.560
mhp067	mhp696	295358.mhp067	295358.mhp696	0.560	0	0	0	0	0	0	0	0.560
mhp067	nadD	295358.mhp067	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp067	rpl23	295358.mhp067	295358.mhp189	0.095	0	0	0	0.073	0.126	0.479	0	0.566
mhp067	rplJ	295358.mhp067	295358.mhp638	0.096	0	0	0	0.074	0.126	0.479	0	0.567
mhp067	rpl6	295358.mhp067	295358.mhp203	0.097	0	0	0	0.075	0.125	0.479	0	0.568
mhp067	rps3	295358.mhp067	295358.mhp194	0.097	0	0	0	0.075	0.126	0.479	0	0.568
mhp067	pdhD	295358.mhp067	295358.mhp504	0.096	0	0	0	0	0	0.543	0	0.569
mhp067	mhp674	295358.mhp067	295358.mhp674	0.559	0	0	0	0.073	0	0	0	0.573
mhp067	rps15	295358.mhp067	295358.mhp276	0.109	0	0	0	0.073	0.127	0.479	0	0.574
mhp067	nusA	295358.mhp067	295358.mhp603	0.560	0	0	0	0.072	0	0	0	0.574
mhp067	pheT	295358.mhp067	295358.mhp105	0.560	0	0	0	0.072	0	0	0	0.574
mhp067	ribF	295358.mhp067	295358.mhp102	0.560	0	0	0	0.072	0	0	0	0.574
mhp067	thdF	295358.mhp067	295358.mhp172	0.560	0	0	0	0.072	0	0	0	0.574
mhp067	valS	295358.mhp067	295358.mhp694	0.560	0	0	0	0.072	0	0	0	0.574
mhp067	ung	295358.mhp067	295358.mhp251	0.560	0	0	0	0.096	0	0	0	0.585
mhp067	mhp646	295358.mhp067	295358.mhp646	0.560	0	0	0	0	0.125	0	0	0.598
mhp067	rpl15	295358.mhp067	295358.mhp206	0.096	0	0	0	0.072	0.201	0.479	0	0.604
mhp067	mhp331	295358.mhp067	295358.mhp331	0.529	0	0	0	0.182	0	0	0	0.598
mhp067	rpoC	295358.mhp067	295358.mhp635	0.094	0	0	0	0.104	0.536	0	0	0.590
mhp067	nadE	295358.mhp067	295358.mhp471	0.560	0	0	0	0.075	0.124	0	0	0.612
mhp067	truB	295358.mhp067	295358.mhp104	0.560	0	0	0	0.073	0.126	0	0	0.612
mhp067	yx1	295358.mhp067	295358.mhp495	0.119	0	0	0	0.073	0.124	0.528	0	0.617
mhp067	pcrA	295358.mhp067	295358.mhp418	0.560	0	0	0	0.075	0.129	0	0	0.614
mhp067	p115	295358.mhp067	295358.mhp678	0.560	0	0	0	0.112	0.248	0	0	0.680
mhp067	mhp611	295358.mhp067	295358.mhp611	0.560	0	0.784	0.579	0	0	0	0	0.703
mhp067	mhp379	295358.mhp067	295358.mhp379	0.110	0	0	0	0.089	0.259	0.598	0	0.726
mhp067	mhp109	295358.mhp067	295358.mhp109	0.110	0	0	0	0.089	0.259	0.598	0	0.726
mhp067	topA	295358.mhp067	295358.mhp097	0.195	0	0	0	0.073	0.135	0.850	0	0.890
mhp067	polA	295358.mhp067	295358.mhp598	0.172	0	0	0	0.115	0.472	0.851	0	0.934
mhp077	rpl20	295358.mhp077	295358.mhp258	0.475	0	0	0	0	0	0	0	0.475
mhp077	rpmG	295358.mhp077	295358.mhp679	0.475	0	0	0	0	0	0	0	0.475
mhp077	pth	295358.mhp077	295358.mhp177	0.475	0	0	0	0	0	0	0	0.475
mhp077	rpsT	295358.mhp077	295358.mhp135	0.475	0	0	0	0	0	0	0	0.475
mhp077	prsA	295358.mhp077	295358.mhp675	0.475	0	0	0	0	0	0	0	0.475
mhp077	rpl35	295358.mhp077	295358.mhp257	0.475	0	0	0	0.073	0	0	0	0.492
mhp077	pheS	295358.mhp077	295358.mhp106	0.475	0	0	0	0.075	0	0	0	0.493
mhp077	rpl28	295358.mhp077	295358.mhp259	0.475	0	0	0	0.112	0	0	0	0.513
mhp077	mhp215	295358.mhp077	295358.mhp215	0.464	0	0	0	0.100	0.124	0	0	0.540
mhp077	tig	295358.mhp077	295358.mhp233	0.475	0	0	0	0.072	0.125	0	0	0.536
mhp077	mhp234	295358.mhp077	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
mhp077	rps14	295358.mhp077	295358.mhp201	0.475	0	0	0	0.237	0	0	0	0.582
mhp077	rpmE	295358.mhp077	295358.mhp455	0.475	0	0	0	0	0	0	0	0.475
mhp077	pheT	295358.mhp077	295358.mhp105	0.560	0	0	0	0.072	0.124	0	0	0.611
mhp103	ribF	295358.mhp103	295358.mhp102	0.919	0	0	0	0.072	0.125	0	0	0.928
mhp103	rps15	295358.mhp103	295358.mhp276	0.486	0	0	0	0.110	0	0	0	0.522
mhp103	nagE	295358.mhp103	295358.mhp590	0.560	0	0	0	0.060	0	0	0	0.568
mhp103	mhp475	295358.mhp103	295358.mhp475	0	0	0.630	0	0	0	0	0	0.630
mhp103	truB	295358.mhp103	295358.mhp104	0.910	0	0	0	0.073	0	0	0	0.913
mhp109	pacL	295358.mhp109	295358.mhp111	0.361	0	0	0	0.047	0.129	0	0	0.423
mhp109	smpB	295358.mhp109	295358.mhp110	0.502	0	0	0	0	0	0	0	0.502
mhp109	mhp611	295358.mhp109	295358.mhp611	0.560	0	0	0	0.089	0.259	0.598	0	0.864
mhp114	psgA	295358.mhp114	295358.mhp099	0.475	0	0	0	0	0	0	0	0.475
mhp114	mhp124	295358.mhp114	295358.mhp124	0.408	0	0	0	0	0	0	0	0.408
mhp114	polC	295358.mhp114	295358.mhp549	0.067	0	0.395	0	0	0	0	0	0.411
mhp114	mhp126	295358.mhp114	295358.mhp126	0.412	0	0	0	0	0	0	0	0.412
mhp114	rpl6	295358.mhp114	295358.mhp203	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl5	295358.mhp114	295358.mhp200	0.475	0	0	0	0	0	0	0	0.475
mhp114	rps14	295358.mhp114	295358.mhp201	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl17	295358.mhp114	295358.mhp214	0.475	0	0	0	0	0	0	0	0.475
mhp114	rps5	295358.mhp114	295358.mhp205	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl15	295358.mhp114	295358.mhp206	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl24	295358.mhp114	295358.mhp199	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl18	295358.mhp114	295358.mhp204	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpsD	295358.mhp114	295358.mhp593	0.475	0	0	0	0	0	0	0	0.475
mhp114	rpl14	295358.mhp114	295358.mhp198	0.475	0	0	0	0	0	0	0	0.475
mhp114	rplM	295358.mhp114	295358.mhp672	0.475	0	0	0	0	0	0	0	0.475
mhp114	rps8	295358.mhp114	295358.mhp202	0.475	0	0	0	0	0	0	0	0.475
mhp114	rps13	295358.mhp114	295358.mhp211	0.509	0	0	0	0	0	0	0	0.509
mhp114	rps11	295358.mhp114	295358.mhp212	0.513	0	0	0	0	0	0	0	0.513
mhp114	rpoA	295358.mhp114	295358.mhp213	0.516	0	0	0	0	0	0	0	0.516
mhp114	secY	295358.mhp114	295358.mhp207	0.475	0	0	0	0	0.125	0	0	0.520
mhp114	mhp409	295358.mhp114	295358.mhp409	0.522	0	0	0	0	0	0	0	0.522
mhp114	rpsI	295358.mhp114	295358.mhp671	0.475	0	0.201	0	0	0	0	0	0.562
mhp114	mhp119	295358.mhp114	295358.mhp119	0.685	0	0	0	0	0	0	0	0.685
mhp114	mhp122	295358.mhp114	295358.mhp122	0.691	0	0	0	0	0	0	0	0.691
mhp114	recR	295358.mhp114	295358.mhp121	0.697	0	0	0	0	0	0	0	0.697
mhp114	tmk	295358.mhp114	295358.mhp120	0.831	0	0	0	0	0	0	0	0.831
mhp114	rsmI	295358.mhp114	295358.mhp118	0.831	0	0	0	0	0	0	0	0.831
mhp119	rsmI	295358.mhp119	295358.mhp118	0.862	0	0	0	0.115	0	0	0	0.873
mhp119	mhp126	295358.mhp119	295358.mhp126	0.486	0	0	0	0	0	0	0	0.486
mhp119	mhp124	295358.mhp119	295358.mhp124	0.486	0	0	0	0	0	0	0	0.486
mhp119	mhp234	295358.mhp119	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
mhp119	nadD	295358.mhp119	295358.mhp474	0.501	0	0.206	0	0.075	0	0	0	0.601
mhp119	mhp306	295358.mhp119	295358.mhp306	0.095	0	0	0	0.091	0.466	0	0	0.522
mhp119	mhp227	295358.mhp119	295358.mhp227	0.098	0	0	0	0.099	0.472	0	0	0.533
mhp119	polC	295358.mhp119	295358.mhp549	0.060	0	0	0	0	0.125	0.800	0	0.821
mhp119	tmk	295358.mhp119	295358.mhp120	0.862	0	0	0	0.115	0	0	0	0.873
mhp119	mhp122	295358.mhp119	295358.mhp122	0.862	0	0	0	0.089	0	0	0	0.869
mhp119	recR	295358.mhp119	295358.mhp121	0.862	0	0	0	0.113	0	0	0	0.873
mhp119	mhp376	295358.mhp119	295358.mhp376	0.125	0	0	0	0.234	0.897	0.800	0	0.984
mhp122	pheT	295358.mhp122	295358.mhp105	0.500	0	0	0	0	0	0	0	0.499
mhp122	rsmI	295358.mhp122	295358.mhp118	0.872	0	0	0	0	0	0	0	0.872
mhp122	tmk	295358.mhp122	295358.mhp120	0.872	0	0	0	0	0	0	0	0.872
mhp122	recR	295358.mhp122	295358.mhp121	0.872	0	0	0	0.258	0	0	0	0.901
mhp122	mhp586	295358.mhp122	295358.mhp586	0.475	0	0	0	0	0	0	0	0.475
mhp122	pgk	295358.mhp122	295358.mhp488	0.475	0	0	0	0	0	0	0	0.475
mhp122	tktA	295358.mhp122	295358.mhp431	0.475	0	0	0	0	0	0	0	0.475
mhp122	mhp409	295358.mhp122	295358.mhp409	0.475	0	0	0	0	0	0	0	0.475
mhp122	mhp126	295358.mhp122	295358.mhp126	0.478	0	0	0	0	0	0	0	0.478
mhp122	mhp124	295358.mhp122	295358.mhp124	0.486	0	0	0	0	0	0	0	0.486
mhp122	thdF	295358.mhp122	295358.mhp172	0.475	0	0	0	0.094	0	0	0	0.504
mhp122	mhp234	295358.mhp122	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
mhp124	rsmI	295358.mhp124	295358.mhp118	0.486	0	0	0	0	0	0	0	0.486
mhp124	tmk	295358.mhp124	295358.mhp120	0.486	0	0	0	0	0	0	0	0.486
mhp124	recR	295358.mhp124	295358.mhp121	0.486	0	0	0	0	0	0	0	0.486
mhp124	mhp126	295358.mhp124	295358.mhp126	0.856	0	0	0	0	0	0	0	0.856
mhp126	rsmI	295358.mhp126	295358.mhp118	0.485	0	0	0	0	0	0	0	0.485
mhp126	tmk	295358.mhp126	295358.mhp120	0.515	0	0	0	0.071	0	0	0	0.530
mhp126	recR	295358.mhp126	295358.mhp121	0.487	0	0	0	0	0	0	0	0.487
mhp126	pepF	295358.mhp126	295358.mhp520	0.103	0	0	0	0	0.446	0	0	0.481
mhp127	rpsB	295358.mhp127	295358.mhp058	0.095	0	0	0	0.104	0.610	0	0	0.656
mhp127	rpsG	295358.mhp127	295358.mhp084	0.079	0	0	0	0.165	0.360	0	0	0.464
